cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id
440;34,68;115,38;35,86;117,42;14;20;vertical_shift
441;34,68;117,42;35,86;119,46;14;21;vertical_shift
442;34,68;119,46;35,86;121,5;14;22;vertical_shift
450;35,86;74,58;37,04;76,62;15;0;vertical_shift
451;35,86;76,62;37,04;78,66;15;1;vertical_shift
452;35,86;78,66;37,04;80,7;15;2;vertical_shift
453;35,86;80,7;37,04;82,74;15;3;vertical_shift
454;35,86;82,74;37,04;84,78;15;4;vertical_shift
455;35,86;84,78;37,04;86,82;15;5;vertical_shift
456;35,86;86,82;37,04;88,86;15;6;vertical_shift
457;35,86;88,86;37,04;90,9;15;7;vertical_shift
458;35,86;90,9;37,04;92,94;15;8;vertical_shift
459;35,86;92,94;37,04;94,98;15;9;vertical_shift
460;35,86;94,98;37,04;97,02;15;10;vertical_shift
461;35,86;97,02;37,04;99,06;15;11;vertical_shift
462;35,86;99,06;37,04;101,1;15;12;vertical_shift
463;35,86;101,1;37,04;103,14;15;13;vertical_shift
464;35,86;103,14;37,04;105,18;15;14;vertical_shift
465;35,86;105,18;37,04;107,22;15;15;vertical_shift
466;35,86;107,22;37,04;109,26;15;16;vertical_shift
467;35,86;109,26;37,04;111,3;15;17;vertical_shift
468;35,86;111,3;37,04;113,34;15;18;vertical_shift
469;35,86;113,34;37,04;115,38;15;19;vertical_shift
470;35,86;115,38;37,04;117,42;15;20;vertical_shift
471;35,86;117,42;37,04;119,46;15;21;vertical_shift
472;35,86;119,46;37,04;121,5;15;22;vertical_shift
473;35,86;121,5;37,04;123,54;15;23;vertical_shift
474;35,86;123,54;37,04;125,58;15;24;vertical_shift
480;37,04;74,58;38,22;76,62;16;0;vertical_shift
481;37,04;76,62;38,22;78,66;16;1;vertical_shift
482;37,04;78,66;38,22;80,7;16;2;vertical_shift
483;37,04;80,7;38,22;82,74;16;3;vertical_shift
484;37,04;82,74;38,22;84,78;16;4;vertical_shift
485;37,04;84,78;38,22;86,82;16;5;vertical_shift
486;37,04;86,82;38,22;88,86;16;6;vertical_shift
487;37,04;88,86;38,22;90,9;16;7;vertical_shift
488;37,04;90,9;38,22;92,94;16;8;vertical_shift
489;37,04;92,94;38,22;94,98;16;9;vertical_shift
490;37,04;94,98;38,22;97,02;16;10;vertical_shift
491;37,04;97,02;38,22;99,06;16;11;vertical_shift
492;37,04;99,06;38,22;101,1;16;12;vertical_shift
493;37,04;101,1;38,22;103,14;16;13;vertical_shift
494;37,04;103,14;38,22;105,18;16;14;vertical_shift
495;37,04;105,18;38,22;107,22;16;15;vertical_shift
496;37,04;107,22;38,22;109,26;16;16;vertical_shift
497;37,04;109,26;38,22;111,3;16;17;vertical_shift
498;37,04;111,3;38,22;113,34;16;18;vertical_shift
499;37,04;113,34;38,22;115,38;16;19;vertical_shift
500;37,04;115,38;38,22;117,42;16;20;vertical_shift
501;37,04;117,42;38,22;119,46;16;21;vertical_shift
502;37,04;119,46;38,22;121,5;16;22;vertical_shift
503;37,04;121,5;38,22;123,54;16;23;vertical_shift
504;37,04;123,54;38,22;125,58;16;24;vertical_shift
510;38,22;74,58;39,4;76,62;17;0;vertical_shift
511;38,22;76,62;39,4;78,66;17;1;vertical_shift
512;38,22;78,66;39,4;80,7;17;2;vertical_shift
513;38,22;80,7;39,4;82,74;17;3;vertical_shift
514;38,22;82,74;39,4;84,78;17;4;vertical_shift
515;38,22;84,78;39,4;86,82;17;5;vertical_shift
516;38,22;86,82;39,4;88,86;17;6;vertical_shift
517;38,22;88,86;39,4;90,9;17;7;vertical_shift
518;38,22;90,9;39,4;92,94;17;8;vertical_shift
519;38,22;92,94;39,4;94,98;17;9;vertical_shift
520;38,22;94,98;39,4;97,02;17;10;vertical_shift
521;38,22;97,02;39,4;99,06;17;11;vertical_shift
522;38,22;99,06;39,4;101,1;17;12;vertical_shift
523;38,22;101,1;39,4;103,14;17;13;vertical_shift
524;38,22;103,14;39,4;105,18;17;14;vertical_shift
525;38,22;105,18;39,4;107,22;17;15;vertical_shift
526;38,22;107,22;39,4;109,26;17;16;vertical_shift
527;38,22;109,26;39,4;111,3;17;17;vertical_shift
528;38,22;111,3;39,4;113,34;17;18;vertical_shift
529;38,22;113,34;39,4;115,38;17;19;vertical_shift
530;38,22;115,38;39,4;117,42;17;20;vertical_shift
531;38,22;117,42;39,4;119,46;17;21;vertical_shift
532;38,22;119,46;39,4;121,5;17;22;vertical_shift
533;38,22;121,5;39,4;123,54;17;23;vertical_shift
534;38,22;123,54;39,4;125,58;17;24;vertical_shift
540;39,4;74,58;40,58;76,62;18;0;vertical_shift
541;39,4;76,62;40,58;78,66;18;1;vertical_shift
542;39,4;78,66;40,58;80,7;18;2;vertical_shift
543;39,4;80,7;40,58;82,74;18;3;vertical_shift
544;39,4;82,74;40,58;84,78;18;4;vertical_shift
545;39,4;84,78;40,58;86,82;18;5;vertical_shift
546;39,4;86,82;40,58;88,86;18;6;vertical_shift
547;39,4;88,86;40,58;90,9;18;7;vertical_shift
548;39,4;90,9;40,58;92,94;18;8;vertical_shift
549;39,4;92,94;40,58;94,98;18;9;vertical_shift
550;39,4;94,98;40,58;97,02;18;10;vertical_shift
551;39,4;97,02;40,58;99,06;18;11;vertical_shift
552;39,4;99,06;40,58;101,1;18;12;vertical_shift
553;39,4;101,1;40,58;103,14;18;13;vertical_shift
554;39,4;103,14;40,58;105,18;18;14;vertical_shift
555;39,4;105,18;40,58;107,22;18;15;vertical_shift
556;39,4;107,22;40,58;109,26;18;16;vertical_shift
557;39,4;109,26;40,58;111,3;18;17;vertical_shift
558;39,4;111,3;40,58;113,34;18;18;vertical_shift
559;39,4;113,34;40,58;115,38;18;19;vertical_shift
560;39,4;115,38;40,58;117,42;18;20;vertical_shift
561;39,4;117,42;40,58;119,46;18;21;vertical_shift
562;39,4;119,46;40,58;121,5;18;22;vertical_shift
563;39,4;121,5;40,58;123,54;18;23;vertical_shift
564;39,4;123,54;40,58;125,58;18;24;vertical_shift
565;39,4;125,58;40,58;127,62;18;25;vertical_shift
